facility,time,tavg_C,tavg_F,tmin_C,tmin_F,tmax_C,tmax_F,prcp,snow,wdir,wspd,wpgt,pres,tsun
OKC,3/26/2024,3.8,38.84,-0.6,30.92,8.9,48.02,0,0,327,16.6,,1012.9,
OKC,3/27/2024,2.8,37.04,0.6,33.08,5.6,42.08,5.1,0,33,5.8,,1021,
OKC,3/28/2024,10.3,50.54,-1.1,30.02,20.6,69.08,0,0,189,17.4,,1020.4,
OKC,3/29/2024,17.3,63.14,12.8,55.04,22.8,73.04,0,0,185,34.4,,1009.5,
OKC,3/30/2024,17.9,64.22,12.8,55.04,22.8,73.04,0,0,212,15.7,,1009.2,
OKC,3/31/2024,20,68,17.8,64.04,22.8,73.04,0,0,184,28.2,,1005.4,
OKC,4/1/2024,20.1,68.18,11.7,53.06,24.4,75.92,20.5,0,184,23.2,,1002,
OKC,4/2/2024,9.4,48.92,5.6,42.08,14.4,57.92,0,0,323,21.3,,1011.1,
OKC,4/3/2024,10.8,51.44,5,41,17.2,62.96,0,0,329,17.3,,1013.8,
OKC,4/4/2024,12.8,55.04,3.3,37.94,21.7,71.06,0,0,48,9.5,,1014.2,
OKC,4/5/2024,18.8,65.84,11.7,53.06,27.2,80.96,0,0,133,21.5,,1013.2,
OKC,4/6/2024,19.3,66.74,13.3,55.94,24.4,75.92,3.5,0,172,33.1,,1006.2,
OKC,4/7/2024,15.7,60.26,9.4,48.92,21.7,71.06,0,0,214,18.8,,1007.5,
OKC,4/8/2024,15,59,8.9,48.02,21.1,69.98,0,0,347,15.7,,1010.2,
OKC,4/9/2024,16.6,61.88,12.2,53.96,21.1,69.98,0,0,37,22.2,,1010.8,
OKC,4/10/2024,13.1,55.58,9.4,48.92,19.4,66.92,25.2,0,5,15.8,,1009.9,
OKC,4/11/2024,13.2,55.76,7.8,46.04,19.4,66.92,0,0,338,17.4,,1017.1,
OKC,4/12/2024,16.4,61.52,6.1,42.98,25,77,0,0,194,15.4,,1020,
OKC,4/13/2024,21.2,70.16,15,59,26.7,80.06,0,0,190,32.7,,1015.2,
OKC,4/14/2024,23.4,74.12,17.8,64.04,30.6,87.08,0,0,192,27.7,,1009.4,
OKC,4/15/2024,20.9,69.62,18.3,64.94,22.8,73.04,0,0,165,33.8,,1006.1,
OKC,4/16/2024,22.8,73.04,18.3,64.94,27.8,82.04,0,0,214,25.7,,1004.3,
OKC,4/17/2024,21.9,71.42,13.9,57.02,30.6,87.08,0,0,172,21.8,,1010.5,
OKC,4/18/2024,17.4,63.32,12.2,53.96,23.9,75.02,0,0,312,31.9,,1012.6,
OKC,4/19/2024,12.7,54.86,6.1,42.98,17.8,64.04,0,0,33,20.3,,1021.4,
OKC,4/20/2024,13.4,56.12,10,50,15.6,60.08,0,0,43,25.2,,1023.8,
OKC,4/21/2024,10.9,51.62,6.7,44.06,17.2,62.96,0,0,352,13.7,,1027.3,
OKC,4/22/2024,14,57.2,3.9,39.02,21.7,71.06,0,0,192,24.3,,1019.1,
OKC,4/23/2024,19.8,67.64,13.9,57.02,26.1,78.98,0,0,182,24.1,,1011.7,
OKC,4/24/2024,18.9,66.02,14.4,57.92,26.1,78.98,0.6,0,71,16.6,,1018,
OKC,4/25/2024,23,73.4,19.4,66.92,27.8,82.04,0,0,169,29.7,,1009.4,
OKC,4/26/2024,23.4,74.12,16.7,62.06,30,86,2.1,0,180,31.9,,1001.6,
OKC,4/27/2024,22.6,72.68,17.8,64.04,25.6,78.08,9.2,0,164,36.4,,1004.1,
OKC,4/28/2024,18.5,65.3,13.9,57.02,23.9,75.02,4.6,0,186,18.3,,1007,
OKC,4/29/2024,20,68,11.7,53.06,26.7,80.06,0,0,91,12.2,,1011.3,
OKC,4/30/2024,23.5,74.3,17.8,64.04,29.4,84.92,1.1,0,175,26.8,,1008,
OKC,5/1/2024,22.3,72.14,18.3,64.94,27.2,80.96,0.3,0,143,32.7,,1008,
OKC,5/2/2024,20.5,68.9,17.2,62.96,23.3,73.94,5.6,0,146,15.7,,1007,
OKC,5/3/2024,20.3,68.54,16.1,60.98,25.6,78.08,0,0,79,16,,1010.9,
OKC,5/4/2024,18.4,65.12,15.6,60.08,22.2,71.96,0.8,0,12,17.1,,1013.8,
OKC,5/5/2024,17.4,63.32,13.9,57.02,20,68,16,0,76,17.3,,1013.1,
OKC,5/6/2024,21.9,71.42,16.1,60.98,27.2,80.96,0,0,165,29.1,,1003.3,
OKC,5/7/2024,21.9,71.42,12.8,55.04,26.7,80.06,3.3,0,228,17.3,,1001.3,
OKC,5/8/2024,22.5,72.5,15,59,26.1,78.98,0,0,293,18.4,,999.5,
OKC,5/9/2024,19.9,67.82,11.7,53.06,25.6,78.08,0,0,23,17.4,,1011,
OKC,5/10/2024,18.5,65.3,11.7,53.06,25.6,78.08,0,0,13,10.3,,1017.1,
OKC,5/11/2024,19.5,67.1,10.6,51.08,27.2,80.96,0,0,239,7.8,,1014.9,
OKC,5/12/2024,17.8,64.04,14.4,57.92,21.1,69.98,3.9,0,130,14.6,,1010.3,
OKC,5/13/2024,18.6,65.48,13.9,57.02,23.9,75.02,7.7,0,262,12,,1006.9,
OKC,5/14/2024,20.3,68.54,13.9,57.02,26.7,80.06,0,0,330,10.1,,1008.4,
OKC,5/15/2024,23.6,74.48,17.8,64.04,28.9,84.02,2.1,0,155,22.5,,1006.8,
OKC,5/16/2024,20.6,69.08,17.2,62.96,26.1,78.98,7.5,0,163,15.9,,1008.4,
OKC,5/17/2024,21.6,70.88,16.1,60.98,26.7,80.06,0,0,148,9.3,,1007.3,
OKC,5/18/2024,24.9,76.82,16.7,62.06,31.7,89.06,0,0,171,16,,1009.2,
OKC,5/19/2024,26.4,79.52,20,68,32.2,89.96,5.5,0,155,30.9,,1009.5,
OKC,5/20/2024,25.8,78.44,17.8,64.04,31.1,87.98,4.1,0,151,32.7,,1005.8,
OKC,5/21/2024,26.9,80.42,22.8,73.04,32.8,91.04,0,0,199,27.9,,1003.6,
OKC,5/22/2024,21.3,70.34,16.7,62.06,25.6,78.08,13.2,0,52,21.5,,1010.2,
OKC,5/23/2024,22.9,73.22,16.1,60.98,28.3,82.94,7.3,0,141,18.1,,1006.7,
OKC,5/24/2024,24.6,76.28,18.3,64.94,28.3,82.94,0,0,335,21.2,,1005.1,
OKC,5/25/2024,23.6,74.48,16.7,62.06,31.7,89.06,0,0,131,24,,1005.5,
OKC,5/26/2024,27,80.6,20,68,32.2,89.96,0,0,257,22,,1001.6,
OKC,5/27/2024,25.6,78.08,15,59,33.3,91.94,0,0,42,7.7,,1012.3,
OKC,5/28/2024,23.7,74.66,21.1,69.98,28.3,82.94,3.5,0,104,15.7,,1016.9,
OKC,5/29/2024,22.9,73.22,18.3,64.94,27.8,82.04,0.9,0,123,14.1,,1017.2,
OKC,5/30/2024,22.3,72.14,20,68,26.1,78.98,0.4,0,143,16.8,,1013,
OKC,5/31/2024,21.3,70.34,18.9,66.02,26.1,78.98,0,0,72,7.4,,1012.7,
OKC,6/1/2024,24.2,75.56,17.8,64.04,31.1,87.98,0,0,162,9.7,,1013,
OKC,6/2/2024,21.5,70.7,18.9,66.02,23.3,73.94,3.1,0,155,16.9,,1010.5,
OKC,6/3/2024,21.2,70.16,18.3,64.94,25.6,78.08,7.4,0,157,20.9,,1005.4,
OKC,6/4/2024,24,75.2,19.4,66.92,28.3,82.94,0,0,155,21.4,,1001.6,
OKC,6/5/2024,24.5,76.1,18.9,66.02,31.1,87.98,2.8,0,51,12,,1008,
OKC,6/6/2024,26.7,80.06,17.8,64.04,34.4,93.92,0,0,183,12.9,,1010.4,
OKC,6/7/2024,27.9,82.22,22.2,71.96,33.3,91.94,0,0,148,22.9,,1010.2,
OKC,6/8/2024,29.6,85.28,23.9,75.02,35.6,96.08,0,0,193,24.8,,1006.8,
OKC,6/9/2024,26,78.8,22.8,73.04,30.6,87.08,0,0,21,19.9,,1011.1,
OKC,6/10/2024,23.1,73.58,16.7,62.06,28.3,82.94,0,0,57,14.5,,1013.8,
OKC,6/11/2024,24,75.2,17.8,64.04,28.9,84.02,0,0,111,9.4,,1013.5,
OKC,6/12/2024,26,78.8,17.8,64.04,32.2,89.96,0,0,185,16.6,,1013.5,
OKC,6/13/2024,28.4,83.12,22.2,71.96,34.4,93.92,0,0,190,22.8,,1011.7,
OKC,6/14/2024,29.4,84.92,22.8,73.04,35,95,0,0,183,10.9,,1012.8,
OKC,6/15/2024,28.9,84.02,22.8,73.04,34.4,93.92,0,0,174,22.9,,1010.9,
OKC,6/16/2024,28.5,83.3,23.3,73.94,33.9,93.02,0,0,172,26.9,,1008.1,
OKC,6/17/2024,28.9,84.02,23.3,73.94,33.3,91.94,0,0,165,32.6,,1006.6,
OKC,6/18/2024,27.9,82.22,24.4,75.92,31.1,87.98,0,0,166,36.9,,1007.8,
OKC,6/19/2024,27.3,81.14,21.7,71.06,31.7,89.06,0,0,132,16.3,,1017,
OKC,6/20/2024,27.6,81.68,22.8,73.04,32.2,89.96,0,0,141,14.5,,1020.6,
OKC,6/21/2024,28.9,84.02,25,77,33.9,93.02,0,0,170,20.4,,1018.5,
OKC,6/22/2024,30.5,86.9,23.9,75.02,36.7,98.06,0,0,195,26.1,,1013.5,
OKC,6/23/2024,32,89.6,25.6,78.08,38.3,100.94,0,0,193,15.2,,1010.9,
OKC,6/24/2024,32,89.6,27.8,82.04,37.2,98.96,0,0,190,24.2,,1010.7,
OKC,6/25/2024,31.1,87.98,24.4,75.92,38.3,100.94,0,0,181,26.1,,1009.4,
OKC,6/26/2024,30.8,87.44,24.4,75.92,37.2,98.96,0,0,120,21.3,,1009,
OKC,6/27/2024,29.3,84.74,24.4,75.92,35,95,0,0,124,19.6,,1009.7,
OKC,6/28/2024,31.9,89.42,25.6,78.08,39.4,102.92,0,0,180,33.5,,1004.3,
OKC,6/29/2024,32.6,90.68,26.7,80.06,38.9,102.02,1.5,0,177,23.4,,1011,
OKC,6/30/2024,29.2,84.56,25.6,78.08,32.8,91.04,0,0,90,18.3,,1018.4,
OKC,7/1/2024,32,89.6,25.6,78.08,37.8,100.04,0,0,168,24.6,,1013.6,
OKC,7/2/2024,33.1,91.58,26.7,80.06,39.4,102.92,0,0,181,32.6,,1008.7,
OKC,7/3/2024,31.3,88.34,25,77,37.2,98.96,2.3,0,154,14.4,,1010.8,
OKC,7/4/2024,30,86,25.6,78.08,36.1,96.98,31,0,195,13.6,,1010.6,
OKC,7/5/2024,24.6,76.28,20,68,28.3,82.94,6.6,0,39,11.1,,1015.9,
OKC,7/6/2024,26.2,79.16,17.8,64.04,32.8,91.04,0,0,155,10.5,,1014.9,
OKC,7/7/2024,23,73.4,18.9,66.02,27.2,80.96,25.2,0,79,13.9,,1012.6,
OKC,7/8/2024,25.6,78.08,21.1,69.98,32.8,91.04,0,0,6,13,,1013.2,
OKC,7/9/2024,26.3,79.34,20.6,69.08,32.8,91.04,0,0,356,8.9,,1013.2,
OKC,7/10/2024,28,82.4,20.6,69.08,34.4,93.92,0,0,158,10.7,,1014.7,
OKC,7/11/2024,30.4,86.72,24.4,75.92,36.7,98.06,0,0,182,23,,1013.5,
OKC,7/12/2024,30,86,25,77,35.6,96.08,0,0,184,28,,1014.5,
OKC,7/13/2024,29.1,84.38,23.3,73.94,34.4,93.92,0,0,182,23,,1016.9,
OKC,7/14/2024,30.2,86.36,23.9,75.02,36.7,98.06,0,0,185,25.5,,1014.8,
OKC,7/15/2024,31.4,88.52,25.6,78.08,37.8,100.04,0,0,189,25.8,,1010.7,
OKC,7/16/2024,30.6,87.08,27.8,82.04,35.6,96.08,0,0,182,19,,1008.8,
OKC,7/17/2024,25.2,77.36,21.7,71.06,30,86,6.9,0,5,11,,1015.2,
OKC,7/18/2024,26.2,79.16,20.6,69.08,30.6,87.08,0,0,52,13.9,,1018.5,
OKC,7/19/2024,26,78.8,20,68,31.1,87.98,0,0,98,9.9,,1017.6,
OKC,7/20/2024,25.3,77.54,20,68,31.1,87.98,4.7,0,170,14.4,,1015.5,
OKC,7/21/2024,25,77,22.2,71.96,28.3,82.94,2.4,0,57,14.8,,1015.6,
OKC,7/22/2024,24.1,75.38,18.9,66.02,28.9,84.02,0,0,45,10.2,,1016,
OKC,7/23/2024,25.4,77.72,18.3,64.94,31.1,87.98,0,0,50,5.9,,1016.5,
OKC,7/24/2024,27.2,80.96,20.6,69.08,33.3,91.94,0,0,132,8.1,,1018.7,
OKC,7/25/2024,27.4,81.32,20.6,69.08,33.9,93.02,0,0,146,8.3,,1018.8,
OKC,7/26/2024,26.7,80.06,20.6,69.08,31.7,89.06,0,0,152,13.2,,1015.5,
OKC,7/27/2024,26.9,80.42,21.1,69.98,31.7,89.06,0,0,158,17,,1012.6,
OKC,7/28/2024,29,84.2,22.8,73.04,35,95,0,0,178,28.4,,1010.9,
OKC,7/29/2024,30.7,87.26,24.4,75.92,37.2,98.96,0,0,186,27.4,,1010.9,
OKC,7/30/2024,31.7,89.06,26.7,80.06,37.2,98.96,0,0,185,27.6,,1010,
OKC,7/31/2024,31.6,88.88,26.1,78.98,37.8,100.04,0,0,179,26.8,,1010.3,
OKC,8/1/2024,32.3,90.14,25,77,38.9,102.02,0,0,181,20.4,,1014.2,
OKC,8/2/2024,28.3,82.94,23.9,75.02,32.2,89.96,0,0,32,8.6,,1017.4,
OKC,8/3/2024,28.7,83.66,18.3,64.94,35.6,96.08,0,0,67,9.8,,1015.7,
OKC,8/4/2024,29.3,84.74,20.6,69.08,36.1,96.98,0,0,91,7.6,,1014.4,
OKC,8/5/2024,29.8,85.64,23.3,73.94,36.1,96.98,0,0,187,15.3,,1015.1,
OKC,8/6/2024,31.9,89.42,24.4,75.92,39.4,102.92,0,0,169,14.8,,1014.2,
OKC,8/7/2024,31.4,88.52,23.3,73.94,38.9,102.02,0,0,102,13.3,,1010.8,
OKC,8/8/2024,29.8,85.64,25,77,35,95,0,0,60,16.3,,1011.1,
OKC,8/9/2024,23.4,74.12,18.3,64.94,27.2,80.96,2.4,0,27,18.8,,1019.2,
OKC,8/10/2024,21,69.8,17.8,64.04,25,77,0,0,42,13.2,,1021,
OKC,8/11/2024,24,75.2,18.3,64.94,29.4,84.92,16.5,0,132,20.5,,1016.2,
OKC,8/12/2024,27.7,81.86,22.8,73.04,33.3,91.94,0.8,0,145,21,,1013.7,
OKC,8/13/2024,30.7,87.26,25,77,36.1,96.98,0,0,175,23.2,,1013.2,
OKC,8/14/2024,31.2,88.16,26.1,78.98,36.7,98.06,0,0,178,24.6,,1011.8,
OKC,8/15/2024,30.5,86.9,25.6,78.08,37.8,100.04,0,0,196,18.7,,1010.8,
OKC,8/16/2024,31,87.8,24.4,75.92,37.2,98.96,0,0,176,15.1,,1011.6,
OKC,8/17/2024,30.8,87.44,26.1,78.98,35.6,96.08,0,0,167,20.4,,1012,
OKC,8/18/2024,32.7,90.86,26.7,80.06,39.4,102.92,0,0,185,17.6,,1012,
OKC,8/19/2024,29.9,85.82,23.9,75.02,36.1,96.98,0,0,89,14.1,,1013.7,
OKC,8/20/2024,27.6,81.68,23.9,75.02,31.7,89.06,0,0,104,18.5,,1015.9,
OKC,8/21/2024,26.8,80.24,23.3,73.94,31.1,87.98,0,0,126,21,,1015.7,
OKC,8/22/2024,26.5,79.7,22.2,71.96,31.1,87.98,0,0,132,23.4,,1014.7,
OKC,8/23/2024,29.3,84.74,23.3,73.94,35,95,0,0,140,25.6,,1013.2,
OKC,8/24/2024,31,87.8,25.6,78.08,36.7,98.06,0,0,174,29.4,,1013.8,
OKC,8/25/2024,30.6,87.08,25.6,78.08,35.6,96.08,0,0,176,22.4,,1016.6,
OKC,8/26/2024,29,84.2,22.8,73.04,35,95,0,0,170,12.9,,1018.4,
OKC,8/27/2024,28.1,82.58,20.6,69.08,34.4,93.92,0,0,180,12.3,,1017.3,
OKC,8/28/2024,29.3,84.74,23.3,73.94,35,95,0,0,180,17.2,,1015.6,
OKC,8/29/2024,29.4,84.92,23.9,75.02,35,95,0,0,175,19.5,,1014.5,
OKC,8/30/2024,26.8,80.24,22.8,73.04,31.7,89.06,0,0,16,18,,1016.5,
OKC,8/31/2024,25.6,78.08,22.2,71.96,30.6,87.08,0,0,31,12.5,,1016.7,
OKC,9/1/2024,26.9,80.42,21.7,71.06,32.8,91.04,0,0,36,15.2,,1016.9,
OKC,9/2/2024,24.6,76.28,20,68,28.3,82.94,0,0,44,14.9,,1019.1,
OKC,9/3/2024,23.5,74.3,20.6,69.08,27.8,82.04,0,0,99,11.3,,1019,
OKC,9/4/2024,25.3,77.54,21.7,71.06,30,86,0,0,138,7.2,,1019.3,
OKC,9/5/2024,26.9,80.42,20.6,69.08,32.8,91.04,0,0,88,9.1,,1019.3,
OKC,9/6/2024,25.5,77.9,20.6,69.08,31.7,89.06,0,0,20,15.7,,1019.5,
OKC,9/7/2024,22.3,72.14,17.8,64.04,27.8,82.04,0,0,70,15.8,,1020.6,
OKC,9/8/2024,22.1,71.78,15.6,60.08,27.8,82.04,0,0,119,9.9,,1019.4,
OKC,9/9/2024,22.5,72.5,15,59,29.4,84.92,0,0,154,13.1,,1018.5,
OKC,9/10/2024,22.8,73.04,12.2,53.96,30,86,0,0,160,15.9,,1014.9,
OKC,9/11/2024,25.1,77.18,18.3,64.94,30.6,87.08,0,0,145,15.7,,1011.8,
OKC,9/12/2024,23.7,74.66,16.1,60.98,30.6,87.08,0,0,167,11.1,,1010.3,
OKC,9/13/2024,25.6,78.08,18.3,64.94,32.8,91.04,0,0,138,11.8,,1010.3,
OKC,9/14/2024,26.9,80.42,20,68,33.3,91.94,0,0,123,19.7,,1011.2,
OKC,9/15/2024,27.3,81.14,22.2,71.96,32.8,91.04,0,0,123,17.5,,1013,
OKC,9/16/2024,26.6,79.88,21.1,69.98,32.8,91.04,0,0,126,13.7,,1013.9,
OKC,9/17/2024,26.1,78.98,20.6,69.08,31.7,89.06,0,0,146,17.2,,1012.6,
OKC,9/18/2024,27.6,81.68,20.6,69.08,35,95,0,0,167,24.1,,1009.4,
OKC,9/19/2024,30.5,86.9,23.3,73.94,37.8,100.04,0,0,183,24.5,,1008.3,
OKC,9/20/2024,30.8,87.44,25.6,78.08,37.8,100.04,0,0,189,21.4,,1008.4,
OKC,9/21/2024,29.9,85.82,23.9,75.02,36.1,96.98,0,0,183,19.4,,1009,
OKC,9/22/2024,20.4,68.72,15.6,60.08,24.4,75.92,9.3,0,27,17.5,,1013,
OKC,9/23/2024,17.1,62.78,14.4,57.92,22.2,71.96,4.8,0,340,10.8,,1014.2,
OKC,9/24/2024,21.1,69.98,14.4,57.92,29.4,84.92,1.7,0,179,14.3,,1011.1,
OKC,9/25/2024,21.3,70.34,14.4,57.92,28.9,84.02,0,0,11,10.3,,1014.4,
OKC,9/26/2024,21.1,69.98,12.8,55.04,28.9,84.02,0,0,26,5.9,,1013.5,
OKC,9/27/2024,21.2,70.16,12.8,55.04,30,86,0,0,0,9,,1011.6,
OKC,9/28/2024,22.5,72.5,15.6,60.08,31.1,87.98,0,0,350,13.5,,1014,
OKC,9/29/2024,22.7,72.86,13.9,57.02,32.2,89.96,0,0,13,8.1,,1014.8,
NWC,10/1/2023,19.5,67.1,13.9,57.02,27.2,80.96,0,0,336,11.9,,1022.3,
NWC,10/2/2023,20.7,69.26,15,59,27.8,82.04,0,0,2,9,,1022.3,
NWC,10/3/2023,20,68,13.3,55.94,26.7,80.06,0,0,347,4,,1021.9,
NWC,10/4/2023,20.2,68.36,13.9,57.02,26.7,80.06,0,0,182,6.1,,1022.5,
NWC,10/5/2023,18.8,65.84,12.2,53.96,25.6,78.08,0,0,120,8.6,,1022.2,
NWC,10/6/2023,20.4,68.72,17.2,62.96,25,77,0,0,112,6.8,,1015.4,
NWC,10/7/2023,18.4,65.12,9.4,48.92,21.1,69.98,1.8,0,301,15.8,,1008,
NWC,10/8/2023,12.1,53.78,7.8,46.04,16.7,62.06,0,0,254,16.9,,1007.7,
NWC,10/9/2023,11.2,52.16,5.6,42.08,17.2,62.96,0,0,235,11.2,,1009.8,
NWC,10/10/2023,13.3,55.94,7.2,44.96,20,68,0,0,241,7.2,,1010.3,
NWC,10/11/2023,13.6,56.48,5.6,42.08,21.7,71.06,0,0,298,6.1,,1011.6,
NWC,10/12/2023,14.7,58.46,6.7,44.06,22.8,73.04,0,0,322,4,,1012.6,
NWC,10/13/2023,14.1,57.38,8.9,48.02,20,68,0,0,347,9.4,,1015.2,
NWC,10/14/2023,10.7,51.26,8.3,46.94,12.2,53.96,15.5,0,34,14.8,,1007.6,
NWC,10/15/2023,11.9,53.42,6.7,44.06,16.7,62.06,0,0,325,18.4,,1002.3,
NWC,10/16/2023,10.8,51.44,5,41,16.7,62.06,0.3,0,295,15.5,,1005.8,
NWC,10/17/2023,12.8,55.04,7.8,46.04,17.2,62.96,1,0,322,10.8,,1014.1,
NWC,10/18/2023,11.7,53.06,6.7,44.06,17.8,64.04,0,0,281,6.5,,1020.7,
NWC,10/19/2023,12.1,53.78,5,41,20,68,0,0,166,12.2,,1019.3,
NWC,10/20/2023,15.8,60.44,12.2,53.96,20.6,69.08,1,0,157,10.1,,1005.1,
NWC,10/21/2023,14.9,58.82,10,50,19.4,66.92,0,0,292,22.7,,997,
NWC,10/22/2023,11.8,53.24,6.7,44.06,16.1,60.98,0,0,282,21.2,,1007.6,
NWC,10/23/2023,10.4,50.72,5,41,16.7,62.06,0,0,301,13.7,,1021.6,
NWC,10/24/2023,10.1,50.18,1.7,35.06,19.4,66.92,0,0,271,6.8,,1027.9,
NWC,10/25/2023,13.2,55.76,4.4,39.92,22.8,73.04,0,0,279,6.5,,1026.4,
NWC,10/26/2023,15.1,59.18,6.7,44.06,24.4,75.92,0,0,278,4.7,,1023.9,
NWC,10/27/2023,17.1,62.78,11.1,51.98,25,77,0,0,291,4.7,,1020.5,
NWC,10/28/2023,20.1,68.18,13.3,55.94,28.3,82.94,0,0,282,7.2,,1017.9,
NWC,10/29/2023,17.3,63.14,14.4,57.92,19.4,66.92,0,0,47,14.4,,1017.1,
NWC,10/30/2023,15.3,59.54,10,50,22.2,71.96,1.5,0,351,13.7,,1010.9,
NWC,10/31/2023,9.9,49.82,6.7,44.06,12.2,53.96,0,0,22,12.2,,1017.9,
NWC,11/1/2023,6.9,44.42,0,32,10,50,0,0,318,19.1,,1019.8,
NWC,11/2/2023,3.7,38.66,-2.1,28.22,10.6,51.08,0,0,281,8.3,,1031.9,
NWC,11/3/2023,6.3,43.34,-1.6,29.12,14.4,57.92,0,0,197,8.6,,1030.9,
NWC,11/4/2023,7.9,46.22,-0.5,31.1,16.1,60.98,0,0,354,2.2,,1023.3,
NWC,11/5/2023,10.8,51.44,2.2,35.96,21.7,71.06,0,0,331,9.4,,1017.8,
NWC,11/6/2023,9.9,49.82,3.9,39.02,15.6,60.08,0,0,109,12.2,,1019.2,
NWC,11/7/2023,13.3,55.94,10,50,17.8,64.04,0,0,252,10.1,,1010.4,
NWC,11/8/2023,10.6,51.08,4.4,39.92,14.4,57.92,0,0,357,11.2,,1017.9,
NWC,11/9/2023,12.9,55.22,6.7,44.06,21.7,71.06,0.3,0,231,11.2,,1012.8,
NWC,11/10/2023,9.4,48.92,2.8,37.04,11.1,51.98,5.1,0,265,8.3,,1021.3,
NWC,11/11/2023,6.6,43.88,0.6,33.08,15,59,0,0,332,8.3,,1027.4,
NWC,11/12/2023,6.3,43.34,0,32,10.6,51.08,0,0,13,12.6,,1031.7,
NWC,11/13/2023,3.6,38.48,-3.2,26.24,10.6,51.08,0,0,282,7.6,,1026.4,
NWC,11/14/2023,7.3,45.14,0.6,33.08,13.9,57.02,0,0,323,13.7,,1026.7,
NWC,11/15/2023,5.1,41.18,-1.6,29.12,12.8,55.04,0,0,217,9.4,,1029.3,
NWC,11/16/2023,9.4,48.92,1.1,33.98,17.8,64.04,0,0,227,5,,1024.1,
NWC,11/17/2023,10.4,50.72,1.7,35.06,20,68,0,0,188,9.4,,1015.8,
NWC,11/18/2023,10.8,51.44,1.1,33.98,13.3,55.94,0.3,0,324,16.2,,1009.6,
NWC,11/19/2023,6.3,43.34,0,32,14.4,57.92,0,0,270,10.8,,1015.7,
NWC,11/20/2023,5.1,41.18,-1,30.2,10,50,0,0,33,13,,1028,
NWC,11/21/2023,5.4,41.72,1.7,35.06,14.4,57.92,36.8,0,87,22.3,,1025.2,
NWC,11/22/2023,11.7,53.06,8.9,48.02,14.4,57.92,15.2,0,311,16.9,,1007.4,
NWC,11/23/2023,9.1,48.38,2.2,35.96,12.2,53.96,0,0,309,18,,1013.7,
NWC,11/24/2023,6.2,43.16,0,32,12.2,53.96,0,0,314,14.4,,1022,
NWC,11/25/2023,1.6,34.88,-4.3,24.26,6.1,42.98,0,0,6,6.1,,1029.6,
NWC,11/26/2023,3.1,37.58,-1.6,29.12,8.3,46.94,20.8,0,25,10.1,,1018.1,
NWC,11/27/2023,6.2,43.16,-0.5,31.1,10,50,0,0,281,15.8,,1010.3,
NWC,11/28/2023,1.2,34.16,-3.2,26.24,5,41,0,0,282,21.6,,1015.7,
NWC,11/29/2023,-1.8,28.76,-7.1,19.22,2.8,37.04,0,0,242,12.2,,1021.1,
NWC,11/30/2023,3.5,38.3,-4.3,24.26,12.2,53.96,0,0,221,9,,1021.3,
NWC,12/1/2023,4.2,39.56,-1.6,29.12,8.3,46.94,7.6,0,189,4.3,,1020.2,
NWC,12/2/2023,8.4,47.12,6.7,44.06,11.1,51.98,0.3,0,249,3.2,,1016.9,
NWC,12/3/2023,10.1,50.18,8.3,46.94,11.7,53.06,13.5,0,21,7.6,,1008,
NWC,12/4/2023,8.6,47.48,2.2,35.96,11.7,53.06,0,0,274,13,,1010.9,
NWC,12/5/2023,4.3,39.74,0,32,8.3,46.94,0,0,308,8.3,,1016.9,
NWC,12/6/2023,3.1,37.58,-1,30.2,6.1,42.98,0.3,0,323,12.6,,1017.1,
NWC,12/7/2023,0.9,33.62,-2.7,27.14,4.4,39.92,1.5,0,255,6.8,,1018.5,
NWC,12/8/2023,3.7,38.66,-2.1,28.22,10.6,51.08,0,0,107,6.8,,1021.6,
NWC,12/9/2023,6.3,43.34,0.6,33.08,10.6,51.08,0,0,56,4.3,,1021.5,
NWC,12/10/2023,11.3,52.34,7.2,44.96,16.1,60.98,47.2,0,165,13.7,,1010.9,
NWC,12/11/2023,6.7,44.06,0,32,8.3,46.94,10.9,0,298,22.3,,1014.9,
NWC,12/12/2023,2.1,35.78,-2.7,27.14,7.2,44.96,0,0,234,11.2,,1030.2,
NWC,12/13/2023,3.1,37.58,-1.6,29.12,8.9,48.02,0,0,281,13,,1033.9,
NWC,12/14/2023,1.5,34.7,-4.3,24.26,6.7,44.06,0,0,278,8.3,,1037.9,
NWC,12/15/2023,4.7,40.46,-3.2,26.24,14.4,57.92,0,0,269,11.2,,1030.9,
NWC,12/16/2023,5.8,42.44,-2.7,27.14,13.9,57.02,0,0,11,9,,1031.3,
NWC,12/17/2023,8.4,47.12,2.2,35.96,15.6,60.08,28.2,0,61,15.5,,1017.9,
NWC,12/18/2023,11.6,52.88,2.8,37.04,16.7,62.06,44.7,0,279,25.9,,994.7,
NWC,12/19/2023,3.1,37.58,-3.2,26.24,5.6,42.08,0,0,289,19.8,,1018.3,
NWC,12/20/2023,0.9,33.62,-3.8,25.16,7.8,46.04,0,0,307,12.6,,1029.8,
NWC,12/21/2023,2.7,36.86,-2.1,28.22,8.3,46.94,0,0,338,7.9,,1030.6,
NWC,12/22/2023,1.3,34.34,0,32,3.9,39.02,0,0,54,9,,1031.6,
NWC,12/23/2023,3.1,37.58,-1,30.2,7.8,46.04,0,0,90,6.1,,1031.3,
NWC,12/24/2023,5.7,42.26,2.8,37.04,8.9,48.02,1.3,0,18,2.2,,1029.7,
